source,category,title,target_raw,content,tags
교육행사데이터,박물관 이벤트/공연,학예사와 함께하는 갤러리토크 '바다와 만난 이야기',전체,학예사와 함께하는 갤러리토크 '바다와 만난 이야기',
교육행사데이터,박물관 이벤트/공연,6월 해양가족극장,전체,모두가 즐길 수 있는 영화 상영 '님스 아일랜드2'등,
교육행사데이터,박물관 이벤트/공연,실종유괴예방 인형극 「빨간 모자 꼭꼭이」,전체,"실종, 유괴 예방 막대 인형극",
교육행사데이터,박물관 이벤트/공연,학예사와 함께하는 갤러리토크 '미지의 세계로 가는 길',전체,항해에 필요한 여러 가지 장비와 그 사용법을 통해 드넓고 안전한 바다를 꿈꾸는 장을 마련,
교육행사데이터,박물관 이벤트/공연,7월 해양가족극장,전체,모두가 즐길 수 있는 영화 상영 '오션 원더랜드'등,
교육행사데이터,박물관 이벤트/공연,도서기증식,전체,국립해양박물관 개관 2주년 도서기증식,
교육행사데이터,박물관 이벤트/공연,작은 음악회,전체,국립해양박물관 개관 2주년 작음 음악회,
교육행사데이터,박물관 이벤트/공연,마임 퍼포먼스,전체,이순신 장군과 인어공주가 함께하는 마임 퍼포먼스,
교육행사데이터,박물관 이벤트/공연,야외영화상영,전체,영화의 전당 ‘찾아가는 영화관’과 함께하는 무료 야외영화상영 '어메이징 스파이더맨',
교육행사데이터,박물관 이벤트/공연,「박물관을 빛내주신 분」 초청행사,전체,박물관 운영에 도움을 주신 분들을 위한 초청행사,
교육행사데이터,박물관 이벤트/공연,학예사와 함께하는 갤러리토크 '바다와 만난 이야기',전체,해양문학을 통해 한국과 서양의 바다에 대한 생각을 알아보는 시간,
교육행사데이터,박물관 이벤트/공연,8월 해양가족극장,전체,모두가 즐길 수 있는 영화 상영 '서핑 업'등,
교육행사데이터,박물관 이벤트/공연,8월 해양문화가 있는 날,전체,해양문화가 있는 날' 기념 영화 상영 '바람의 파이터',
교육행사데이터,박물관 이벤트/공연,추석특선 영화상영,전체,모두가 즐길 수 있는 영화 상영 '라이프 오브 파이'등,
교육행사데이터,박물관 이벤트/공연,피딩쇼,전체,한복 입은 다이버의 피딩쇼,
교육행사데이터,박물관 이벤트/공연,퓨전 국악 공연,전체,"국악, 팝, 클래식이 접목된 퓨전 국악 공연",
교육행사데이터,박물관 이벤트/공연,전통공연,전체,"우리가락, 우리소리’ 타악 및 전통무 공연",
교육행사데이터,박물관 이벤트/공연,물고기 송편 만들기,전체,"물고기 모양 송편 만들기 체험,100인분 나눔",
교육행사데이터,박물관 이벤트/공연,포토타임,전체,"해리, 해나와 사진찍기 등 행사 진행",
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,"수족관과 조개를 현미경으로 확대하여 본것이 인상깊었다 / 과거 해양기록에 관련된 우리생활 풍습체험(해녀목 입어보기, 김만드는 영상) / 해양에 관심없는 사람도 시선을 끌만한 궁금한 주제로
전시방향을 이끌면 좋을것 같아요.","※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,수족관이 있어서 좋았다 / 조개 가면 그리기 / 해양 동물 모형 전시,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,갯벌 해양 생태계 처험 / 갯벌,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,닥터피쉬 / 철갑상어,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,조개장 만드는 모습이 인상적이었음 / 물고기 맨손체험,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,조개에대한 특징과 종류를 알수있어서 흥미로웠다 / 물고기들 의식주 알아보기,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,가오리가 인상깊음 / 물고기 먹이주기 / 물고기들 의식주 알아보기,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,재미있었다 / 해양생물 전시관 / 물고기들 만지기,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,체험프로그램이 많았으면 좋겠습니다. / 바다속 환경,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,4D 무서워보여서 못봤어요 아쉬워요 / 만들기 프로그램,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
만족도설문(아동목소리),실제 어린이 관심사 원자료,설문응답,15세 미만,조개와의 만남이 좋았습니다. 배 전시도 좋았습니다 / 물고기 먹기주기,"※콘텐츠 원문 아님, 흥미유발 소재 발굴용 참고자료"
